date,schmidt_mean_diff,schmidt_median_diff,schmidt_max_diff,schmidt_min_diff,schmidt_sd_diff,schmidt_range_diff
2007-09-04,-62.29265509999999,-61.328315499999974,-63.3633423,-68.67754360000004,-1.3851633700000008,5.314201330000003
2007-09-05,-77.94090089999997,-78.10373019999997,-71.85242210000001,-87.86185660000001,-0.026356329999998707,16.009434469999995
2007-09-06,-119.34652779999999,-112.17565490000004,-158.35479229999993,-126.42853280000003,-4.136538509999998,-31.926306699999998
2007-09-07,-170.29741890000003,-168.87140159999996,-155.2625228,-220.04379360000001,7.6923886800000005,64.78127093
2007-09-08,-100.58588650000002,-106.4921162,-91.79593549999998,-101.13350919999999,-0.13093415000000164,9.337573599999999
2007-09-09,-45.28392230000003,-49.18458140000001,-29.772984000000008,-78.32245059999997,13.759680316999999,48.54946651
2007-09-10,-62.45202500000005,-65.1437661,-50.5836243,-69.41639549999996,5.4563623240000005,18.83277124
2007-09-11,-82.05073060000001,-81.12999630000002,-87.61344120000001,-83.99126289999998,-0.4690453599999991,-3.6221783100000025
2007-09-12,-103.34494270000005,-100.58790950000002,-89.91144349999996,-125.86777489999997,10.68165726,35.95633136000001
2007-09-13,-100.0719201,-106.06414229999996,-84.15615280000003,-95.10614959999998,0.20713440999999833,10.950043930000007
2007-09-14,-80.38454639999998,-70.72080020000004,-34.56701290000001,-127.8076858,28.036617549999995,93.2406728
2007-09-15,-136.3865179,-128.91938340000002,-130.1288674,-221.54344319,13.37818889,91.41457587
2007-09-16,-172.5336386,-170.3027283,-180.1563995,-161.92278860000002,-7.0545692299999985,-18.23361086
2007-09-17,-140.80782749999997,-137.02112739999998,-140.49745410000003,-192.8056103,1.7824489000000003,52.30815616
2007-09-18,-123.34428409999998,-126.47180089999998,-91.78315939999999,-175.5558048,14.273943939999999,83.77264543999999
2007-09-19,-104.19787539999999,-108.6747842,-106.78346450000001,-100.43909680000002,-5.600646130000001,-6.344367680000005
2007-09-20,-95.2474143,-99.12541560000003,-65.82613939999999,-113.01343890000001,12.113320990000002,47.187299469999985
2007-09-21,-47.799088900000015,-49.909743899999995,-91.85839539999998,-16.490108000000006,-20.702911809999996,-75.36828739999999
2007-09-22,-24.026392000000016,-32.58046060000001,-2.4590642000000003,22.777101290000004,-1.6643442199999967,-25.2361655
2007-09-23,-43.44724389999999,-46.71100099999998,22.542818700000026,-97.79140134,22.9956634,120.33422009999998
2007-09-24,-24.6061306,-23.56485939999999,7.430370000000011,-55.161975049999995,12.032697469999999,62.592344999999995
2007-09-25,-30.160393099999993,-30.0063059,-18.368397799999997,-37.88574403,14.602621769999999,19.51734620000002
2007-09-26,-7.767070099999984,-7.443043700000004,18.2112252,-6.452225900000002,7.671387080000002,24.663451120000005
2007-09-27,11.62823640000002,7.7238749999999925,41.2530807,13.487852000000004,7.411764629999997,27.765228700000023
2007-09-28,-17.89260189999999,-30.97355299999998,9.617352699999998,19.19908360000001,-0.459041280000001,-9.58173090000001
2007-09-29,-31.398098799999985,-27.843386899999985,-25.74018140000001,-5.858194900000001,3.968933319999998,-19.88198650000001
2007-09-30,-18.890378099999992,-12.742519900000019,-47.755894900000015,12.028537560000004,-9.341697240000002,-59.784432499999994
2007-10-01,-45.039509699999996,-45.01684130000001,-45.88951490000002,-7.020311250000006,6.85583703,-38.86920359999999
2007-10-02,-50.77623630000001,-53.80771630000001,-41.93669779999999,-18.863266780000004,-4.148348159999998,-23.073431000000014
2007-10-03,NA,NA,NA,NA,NA,NA
2007-10-05,NA,NA,NA,NA,NA,NA
2007-10-06,-45.77139120000001,-38.0828075,-67.3671276,-66.53521476,-3.3864611300000007,-0.8319127999999978
2007-10-07,-48.684161,-53.721985300000014,-47.79518680000001,-33.05081658,-6.739746790000002,-14.744370299999986
2007-10-08,-56.590654130000004,-60.02935966,10.129935499999988,-50.10641819,2.47427145,60.23635370000001
2007-10-09,-68.15495723000001,-66.32299512,-63.212391499999995,-58.603274027999994,-2.59828246,-4.609117499999996
2007-10-10,-88.58025874,-86.75878853,-107.72630665000001,-67.707777813,-9.69696326,-40.018528829999994
2007-10-11,NA,NA,NA,NA,NA,NA
2007-10-12,NA,NA,NA,NA,NA,NA
2007-10-13,-139.844353636,-145.045168803,-168.94494282,-72.82555774400001,-16.831126634,-96.11938511
2007-10-14,-122.636613347,-117.94274517299999,-183.09656496,-89.57986916099999,-26.243266526,-93.51669572
2007-10-15,-95.453438334,-94.693358582,-218.998674687,-43.843951515,-26.632182996,-175.1547232
2007-10-16,-66.04196258399999,-70.58724131700001,-122.21875291999999,-11.389993884,-28.677594081,-110.82875901000001
2007-10-17,-28.131764833,-23.972445591000003,-71.07671871999999,-3.14139823,-19.297438296,-67.93532049000001
2007-10-18,0.4017057340000001,7.91445034,-19.86266751,1.5706927700000004,-4.352218905,-21.43336028
