<<<<<<< HEAD
date,WindSp_ms_mean,AveWindSp_ms_mean,MaxWindSp_ms_mean,WindSp_ms_median,AveWindSp_ms_median,MaxWindSp_ms_median,WindSp_ms_min,AveWindSp_ms_min,MaxWindSp_ms_min,WindSp_ms_max,AveWindSp_ms_max,MaxWindSp_ms_max,WindSp_ms_sd,AveWindSp_ms_sd,MaxWindSp_ms_sd
2011-12-23,1.152777778,NA,NA,0.9,NA,NA,0.1,NA,NA,7.4,NA,NA,1.012505336,NA,NA
2011-12-24,0.96875,NA,NA,0.8,NA,NA,0.1,NA,NA,3.7,NA,NA,0.59219501,NA,NA
2011-12-25,1.765277778,NA,NA,1.7,NA,NA,0.3,NA,NA,4.3,NA,NA,0.725973611,NA,NA
2011-12-26,0.971527778,NA,NA,0.8,NA,NA,0.1,NA,NA,5,NA,NA,0.691776187,NA,NA
2011-12-27,1.372916667,NA,NA,1,NA,NA,0.1,NA,NA,5.3,NA,NA,1.025562697,NA,NA
2011-12-28,1.790972222,NA,NA,1.6,NA,NA,0.1,NA,NA,5,NA,NA,1.072146608,NA,NA
2011-12-29,1.696527778,NA,NA,1.5,NA,NA,0.2,NA,NA,4.6,NA,NA,0.916088767,NA,NA
2011-12-30,1.832638889,NA,NA,1.7,NA,NA,0.2,NA,NA,4.9,NA,NA,1.34246563,NA,NA
2011-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012-01-01,0.911111111,NA,NA,0.8,NA,NA,0.1,NA,NA,4.3,NA,NA,0.644081295,NA,NA
2012-01-02,1.997222222,NA,NA,1.9,NA,NA,0.4,NA,NA,4.9,NA,NA,0.822493603,NA,NA
2012-01-03,1.388888889,NA,NA,1.2,NA,NA,0.3,NA,NA,4.4,NA,NA,0.79024747,NA,NA
2012-01-04,0.923611111,NA,NA,0.8,NA,NA,0.1,NA,NA,2.6,NA,NA,0.526100061,NA,NA
2012-01-05,1.184722222,NA,NA,1.1,NA,NA,0.1,NA,NA,4.2,NA,NA,0.69214569,NA,NA
2012-01-06,1.348251748,NA,NA,1.3,NA,NA,0.1,NA,NA,3.9,NA,NA,0.871444741,NA,NA
2012-01-07,0.849305556,NA,NA,0.7,NA,NA,0.1,NA,NA,4,NA,NA,0.60729787,NA,NA
2012-01-08,1.289583333,NA,NA,1.1,NA,NA,0.2,NA,NA,3.5,NA,NA,0.75925237,NA,NA
2012-01-09,0.718055556,NA,NA,0.6,NA,NA,0.1,NA,NA,2.5,NA,NA,0.440542066,NA,NA
2012-01-10,1.088194444,NA,NA,1,NA,NA,0.2,NA,NA,2.9,NA,NA,0.606664217,NA,NA
2012-01-11,1.106944444,NA,NA,0.95,NA,NA,0.1,NA,NA,4,NA,NA,0.783184532,NA,NA
2012-01-12,4.001388889,NA,NA,4,NA,NA,0.3,NA,NA,8.4,NA,NA,2.031740654,NA,NA
2012-01-13,4.232283465,NA,NA,3.3,NA,NA,0.6,NA,NA,11.9,NA,NA,2.503137139,NA,NA
2012-01-14,1.763888889,NA,NA,1.5,NA,NA,0.2,NA,NA,5.4,NA,NA,1.171133639,NA,NA
2012-01-15,1.000694444,NA,NA,0.9,NA,NA,0.1,NA,NA,4.2,NA,NA,0.719605227,NA,NA
2012-01-16,1.254861111,NA,NA,1.1,NA,NA,0.2,NA,NA,3.6,NA,NA,0.690578946,NA,NA
2012-01-17,1.245138889,NA,NA,1.1,NA,NA,0.1,NA,NA,3.3,NA,NA,0.689261271,NA,NA
2012-01-18,2.101388889,NA,NA,1.85,NA,NA,0.2,NA,NA,5.6,NA,NA,1.307267802,NA,NA
2012-01-19,1.383333333,NA,NA,1.15,NA,NA,0.2,NA,NA,4.4,NA,NA,0.944102045,NA,NA
2012-01-20,1.027083333,NA,NA,0.9,NA,NA,0.1,NA,NA,4.2,NA,NA,0.68380044,NA,NA
2012-01-21,0.661111111,NA,NA,0.6,NA,NA,0.1,NA,NA,2.2,NA,NA,0.380487562,NA,NA
2012-01-22,1.10625,NA,NA,1,NA,NA,0.1,NA,NA,2.7,NA,NA,0.66429612,NA,NA
2012-01-23,3.920138889,NA,NA,2.2,NA,NA,0,NA,NA,18.2,NA,NA,4.183560565,NA,NA
2012-01-24,1.282638889,NA,NA,1.1,NA,NA,0.1,NA,NA,4.4,NA,NA,0.822101168,NA,NA
2012-01-25,1.373611111,NA,NA,1.3,NA,NA,0.2,NA,NA,3.5,NA,NA,0.70313843,NA,NA
2012-01-26,1.04375,NA,NA,0.8,NA,NA,0.1,NA,NA,4.6,NA,NA,0.792068969,NA,NA
2012-01-27,3.258181818,NA,NA,2.7,NA,NA,0.4,NA,NA,10.3,NA,NA,2.289969344,NA,NA
2012-01-28,1.289583333,NA,NA,1,NA,NA,0.1,NA,NA,4.3,NA,NA,0.855481605,NA,NA
2012-01-29,1.8625,NA,NA,1.85,NA,NA,0.2,NA,NA,5.3,NA,NA,1.084852798,NA,NA
2012-01-30,1.102777778,NA,NA,0.9,NA,NA,0.2,NA,NA,3.8,NA,NA,0.763314858,NA,NA
2012-01-31,2.060416667,NA,NA,2.25,NA,NA,0.3,NA,NA,3.7,NA,NA,0.82124064,NA,NA
2012-02-01,1.577083333,NA,NA,1.6,NA,NA,0.2,NA,NA,4.1,NA,NA,0.725144668,NA,NA
2012-02-02,1.182638889,NA,NA,1.2,NA,NA,0.2,NA,NA,3.1,NA,NA,0.622349469,NA,NA
2012-02-03,1.173611111,NA,NA,1.1,NA,NA,0.1,NA,NA,3.2,NA,NA,0.576944703,NA,NA
2012-02-04,1.181944444,NA,NA,1,NA,NA,0.1,NA,NA,4,NA,NA,0.714059877,NA,NA
2012-02-05,0.9125,NA,NA,0.8,NA,NA,0.1,NA,NA,3.1,NA,NA,0.527942967,NA,NA
2012-02-06,1.661111111,NA,NA,1.7,NA,NA,0.3,NA,NA,4.2,NA,NA,0.858206873,NA,NA
2012-02-07,1.013194444,NA,NA,0.9,NA,NA,0.2,NA,NA,3.2,NA,NA,0.598511736,NA,NA
2012-02-08,0.847916667,NA,NA,0.8,NA,NA,0.1,NA,NA,2.5,NA,NA,0.448145947,NA,NA
2012-02-09,0.986805556,NA,NA,0.8,NA,NA,0.2,NA,NA,3.1,NA,NA,0.5657159,NA,NA
2012-02-10,0.834722222,NA,NA,0.7,NA,NA,0.1,NA,NA,3.6,NA,NA,0.599220875,NA,NA
2012-02-11,1.122916667,NA,NA,0.85,NA,NA,0.1,NA,NA,4.1,NA,NA,0.886315446,NA,NA
2012-02-12,1.390972222,NA,NA,1.2,NA,NA,0.2,NA,NA,4.9,NA,NA,0.845714263,NA,NA
2012-02-13,1.591666667,NA,NA,1.4,NA,NA,0.3,NA,NA,5.2,NA,NA,0.939610096,NA,NA
2012-02-14,0.723611111,NA,NA,0.7,NA,NA,0.1,NA,NA,2.9,NA,NA,0.474965749,NA,NA
2012-02-15,0.706944444,NA,NA,0.6,NA,NA,0.1,NA,NA,2,NA,NA,0.437035912,NA,NA
2012-02-16,0.609722222,NA,NA,0.5,NA,NA,0.1,NA,NA,1.6,NA,NA,0.364186889,NA,NA
2012-02-17,1.397916667,NA,NA,1.3,NA,NA,0.3,NA,NA,3.5,NA,NA,0.648771701,NA,NA
2012-02-18,1.43125,NA,NA,1.4,NA,NA,0.3,NA,NA,3.6,NA,NA,0.714041854,NA,NA
2012-02-19,0.921527778,NA,NA,0.7,NA,NA,0.1,NA,NA,3.5,NA,NA,0.695757694,NA,NA
2012-02-20,1.184027778,NA,NA,0.9,NA,NA,0.1,NA,NA,5.1,NA,NA,0.904507995,NA,NA
2012-02-21,0.888888889,NA,NA,0.7,NA,NA,0.1,NA,NA,4.1,NA,NA,0.620524379,NA,NA
2012-02-22,1.016666667,NA,NA,0.8,NA,NA,0.1,NA,NA,4.9,NA,NA,0.809558284,NA,NA
2012-02-23,1.115972222,NA,NA,1,NA,NA,0.1,NA,NA,3.2,NA,NA,0.650084792,NA,NA
2012-02-24,1.168461538,NA,NA,1,NA,NA,0.1,NA,NA,4.9,NA,NA,0.913977135,NA,NA
2012-02-25,2.359550562,NA,NA,2,NA,NA,0.5,NA,NA,6.5,NA,NA,1.353087303,NA,NA
2012-02-26,1.5125,NA,NA,1.4,NA,NA,0.1,NA,NA,4.3,NA,NA,0.902666989,NA,NA
2012-02-27,1.472916667,NA,NA,1.3,NA,NA,0.1,NA,NA,4.9,NA,NA,0.972360602,NA,NA
2012-02-28,1.436111111,NA,NA,1.15,NA,NA,0.1,NA,NA,6.8,NA,NA,1.039271606,NA,NA
2012-02-29,1.595833333,NA,NA,1.2,NA,NA,0.1,NA,NA,6.9,NA,NA,1.440322176,NA,NA
2012-03-01,4.211805556,NA,NA,4.3,NA,NA,1.1,NA,NA,8.4,NA,NA,1.66286031,NA,NA
2012-03-02,1.789583333,NA,NA,1.6,NA,NA,0.2,NA,NA,4.6,NA,NA,0.82739111,NA,NA
2012-03-03,2.214179104,NA,NA,1.3,NA,NA,0.1,NA,NA,11.4,NA,NA,2.454278234,NA,NA
2012-03-04,1.104861111,NA,NA,1,NA,NA,0.2,NA,NA,3.3,NA,NA,0.619872518,NA,NA
2012-03-05,1.347916667,NA,NA,1.2,NA,NA,0.3,NA,NA,4.3,NA,NA,0.795966119,NA,NA
2012-03-06,0.916666667,NA,NA,0.8,NA,NA,0.1,NA,NA,3.2,NA,NA,0.535586731,NA,NA
2012-03-07,1.106944444,NA,NA,1.05,NA,NA,0.2,NA,NA,3.1,NA,NA,0.573744025,NA,NA
2012-03-08,2.022916667,NA,NA,1.9,NA,NA,0.6,NA,NA,5.7,NA,NA,0.908138706,NA,NA
2012-03-09,1.307638889,NA,NA,1.1,NA,NA,0.1,NA,NA,4.3,NA,NA,0.867524398,NA,NA
2012-03-10,2.059398496,NA,NA,1.4,NA,NA,0,NA,NA,6.5,NA,NA,1.733451523,NA,NA
2012-03-11,1.174637681,NA,NA,1,NA,NA,0.2,NA,NA,3.9,NA,NA,0.655138208,NA,NA
2012-03-12,0.842361111,NA,NA,0.7,NA,NA,0.1,NA,NA,2.9,NA,NA,0.522176706,NA,NA
2012-03-13,1.129166667,NA,NA,0.9,NA,NA,0.1,NA,NA,4.2,NA,NA,0.869279502,NA,NA
2012-03-14,1.395833333,NA,NA,1.3,NA,NA,0.1,NA,NA,6.8,NA,NA,0.957916956,NA,NA
2012-03-15,1.617391304,NA,NA,1.5,NA,NA,0.2,NA,NA,4.5,NA,NA,0.72765126,NA,NA
2012-03-16,1.055244755,NA,NA,0.9,NA,NA,0.1,NA,NA,4.3,NA,NA,0.681410956,NA,NA
2012-03-17,0.86013986,NA,NA,0.8,NA,NA,0.1,NA,NA,2.7,NA,NA,0.533014264,NA,NA
2012-03-18,1.140972222,NA,NA,1.1,NA,NA,0.1,NA,NA,3.2,NA,NA,0.56524185,NA,NA
2012-03-19,1.125,NA,NA,0.85,NA,NA,0.1,NA,NA,4.8,NA,NA,0.907967838,NA,NA
2012-03-20,0.734722222,NA,NA,0.5,NA,NA,0.1,NA,NA,2.8,NA,NA,0.573581491,NA,NA
2012-03-21,1.027777778,NA,NA,0.95,NA,NA,0.2,NA,NA,3.2,NA,NA,0.483061977,NA,NA
2012-03-22,0.936805556,NA,NA,0.8,NA,NA,0.1,NA,NA,4,NA,NA,0.616299188,NA,NA
2012-03-23,1.207692308,NA,NA,0.8,NA,NA,0.2,NA,NA,6.4,NA,NA,1.12086969,NA,NA
2012-03-24,0.677622378,NA,NA,0.6,NA,NA,0.1,NA,NA,4.1,NA,NA,0.483009868,NA,NA
2012-03-25,1.022222222,NA,NA,0.9,NA,NA,0.1,NA,NA,3.3,NA,NA,0.683107302,NA,NA
2012-03-26,1.699305556,NA,NA,1.4,NA,NA,0.1,NA,NA,6.9,NA,NA,1.107412819,NA,NA
2012-03-27,1.488194444,NA,NA,1.2,NA,NA,0.1,NA,NA,6,NA,NA,1.042287461,NA,NA
2012-03-28,1.247222222,NA,NA,1.1,NA,NA,0.2,NA,NA,3.1,NA,NA,0.776214991,NA,NA
2012-03-29,1.140277778,NA,NA,1,NA,NA,0.1,NA,NA,4.1,NA,NA,0.755984926,NA,NA
2012-03-30,1.343356643,NA,NA,1.2,NA,NA,0.1,NA,NA,4.4,NA,NA,0.822188718,NA,NA
2012-03-31,0.883916084,NA,NA,0.8,NA,NA,0.1,NA,NA,2.2,NA,NA,0.473472392,NA,NA
2012-04-01,0.793055556,NA,NA,0.7,NA,NA,0.1,NA,NA,2.9,NA,NA,0.460867649,NA,NA
2012-04-02,1.506944444,NA,NA,1,NA,NA,0.1,NA,NA,5.7,NA,NA,1.254343657,NA,NA
2012-04-03,1.170833333,NA,NA,0.85,NA,NA,0.1,NA,NA,4.4,NA,NA,0.857861628,NA,NA
2012-04-04,1.211111111,NA,NA,1,NA,NA,0.2,NA,NA,5.3,NA,NA,0.787943336,NA,NA
2012-04-05,1.390277778,NA,NA,1.2,NA,NA,0.2,NA,NA,5.2,NA,NA,0.886914936,NA,NA
2012-04-06,1.152447552,NA,NA,0.8,NA,NA,0.1,NA,NA,4,NA,NA,0.87111974,NA,NA
2012-04-07,1.224475524,NA,NA,0.8,NA,NA,0,NA,NA,6.2,NA,NA,1.019473544,NA,NA
2012-04-08,0.943055556,NA,NA,0.8,NA,NA,0.1,NA,NA,3.3,NA,NA,0.626529209,NA,NA
2012-04-09,1.940277778,NA,NA,1.8,NA,NA,0.4,NA,NA,6,NA,NA,0.920498455,NA,NA
2012-04-10,1.389583333,NA,NA,1.1,NA,NA,0.2,NA,NA,5.5,NA,NA,0.905516794,NA,NA
2012-04-11,1.049305556,NA,NA,0.8,NA,NA,0.1,NA,NA,5,NA,NA,0.864206377,NA,NA
2012-04-12,1.140277778,NA,NA,0.8,NA,NA,0.1,NA,NA,5.3,NA,NA,0.984517875,NA,NA
2012-04-13,1.013286713,NA,NA,0.7,NA,NA,0.2,NA,NA,3.9,NA,NA,0.707230042,NA,NA
2012-04-14,1.008391608,NA,NA,0.8,NA,NA,0.1,NA,NA,3.8,NA,NA,0.609259133,NA,NA
2012-04-15,1.027083333,NA,NA,0.7,NA,NA,0.1,NA,NA,4.4,NA,NA,0.821325787,NA,NA
2012-04-16,1.195138889,NA,NA,0.9,NA,NA,0.1,NA,NA,3.5,NA,NA,0.781099267,NA,NA
2012-04-17,1.369444444,NA,NA,1.2,NA,NA,0.1,NA,NA,3.6,NA,NA,0.810531879,NA,NA
2012-04-18,1.548854962,NA,NA,1.2,NA,NA,0.1,NA,NA,5.3,NA,NA,1.107135348,NA,NA
2012-04-19,1.722222222,NA,NA,1.5,NA,NA,0.1,NA,NA,6.4,NA,NA,1.011157645,NA,NA
2012-04-20,3.894444444,NA,NA,3.6,NA,NA,0.2,NA,NA,9.6,NA,NA,2.217753471,NA,NA
2012-04-21,4.014583333,NA,NA,4,NA,NA,0.3,NA,NA,8.3,NA,NA,1.70433297,NA,NA
2012-04-22,4.041666667,NA,NA,3.8,NA,NA,1.3,NA,NA,9,NA,NA,1.379748634,NA,NA
2012-04-23,5.711111111,NA,NA,5.3,NA,NA,1.9,NA,NA,12,NA,NA,2.205337172,NA,NA
2012-04-24,6.254166667,NA,NA,6.05,NA,NA,0,NA,NA,11.1,NA,NA,2.186732882,NA,NA
2012-04-25,3.772222222,NA,NA,3.4,NA,NA,0.4,NA,NA,9.4,NA,NA,2.219697089,NA,NA
2012-04-26,2.941666667,NA,NA,2.8,NA,NA,0.1,NA,NA,8.2,NA,NA,1.615852413,NA,NA
2012-04-27,5.572027972,NA,NA,5.5,NA,NA,0.2,NA,NA,10.9,NA,NA,2.185013153,NA,NA
2012-04-28,4.944444444,NA,NA,5.1,NA,NA,0.3,NA,NA,10,NA,NA,2.167070072,NA,NA
2012-04-29,5.481944444,NA,NA,5,NA,NA,1.2,NA,NA,11.1,NA,NA,2.264213931,NA,NA
2012-04-30,2.797222222,NA,NA,2.6,NA,NA,0.2,NA,NA,7.3,NA,NA,1.670138575,NA,NA
2012-05-01,3.811805556,NA,NA,3.75,NA,NA,1.4,NA,NA,6.6,NA,NA,1.036501413,NA,NA
2012-05-02,3.122222222,NA,NA,3.1,NA,NA,1.5,NA,NA,5.4,NA,NA,0.886135986,NA,NA
2012-05-03,2.426388889,NA,NA,2.3,NA,NA,0,NA,NA,16.7,NA,NA,1.537911858,NA,NA
2012-05-04,2.347552448,NA,NA,2.3,NA,NA,0,NA,NA,17.3,NA,NA,1.764749999,NA,NA
2012-05-05,2.962937063,NA,NA,3,NA,NA,0.2,NA,NA,6.9,NA,NA,1.860398198,NA,NA
2012-05-06,1.891666667,NA,NA,1.7,NA,NA,0.4,NA,NA,5,NA,NA,0.91211734,NA,NA
2012-05-07,2.20625,NA,NA,1.45,NA,NA,0.1,NA,NA,8.2,NA,NA,1.836773499,NA,NA
2012-05-08,3.063888889,NA,NA,3,NA,NA,0,NA,NA,6.7,NA,NA,1.514573083,NA,NA
2012-05-09,1.447916667,NA,NA,1.3,NA,NA,0.1,NA,NA,3.3,NA,NA,0.757061743,NA,NA
2012-05-10,3.30625,NA,NA,3.2,NA,NA,0.3,NA,NA,7.6,NA,NA,1.341600065,NA,NA
2012-05-11,4.561111111,NA,NA,4.6,NA,NA,0.1,NA,NA,8.2,NA,NA,1.79373857,NA,NA
2012-05-12,3.511805556,NA,NA,3.4,NA,NA,0.5,NA,NA,9.3,NA,NA,2.063756387,NA,NA
2012-05-13,2.233333333,NA,NA,1.6,NA,NA,0.2,NA,NA,7,NA,NA,1.550231203,NA,NA
2012-05-14,1.354166667,NA,NA,1.25,NA,NA,0.1,NA,NA,3.7,NA,NA,0.790580472,NA,NA
2012-05-15,2.227777778,NA,NA,1.9,NA,NA,0.1,NA,NA,8.8,NA,NA,1.555564991,NA,NA
2012-05-16,1.813888889,NA,NA,1.3,NA,NA,0.1,NA,NA,8.1,NA,NA,1.458210951,NA,NA
2012-05-17,4.029861111,NA,NA,4.1,NA,NA,0.1,NA,NA,9.1,NA,NA,1.790693887,NA,NA
2012-05-18,1.355944056,NA,NA,1.3,NA,NA,0.1,NA,NA,3.9,NA,NA,0.748954424,NA,NA
2012-05-19,1.690277778,NA,NA,1.6,NA,NA,0.3,NA,NA,3.8,NA,NA,0.764813561,NA,NA
2012-05-20,2.14375,NA,NA,1.5,NA,NA,0.2,NA,NA,5.5,NA,NA,1.492391836,NA,NA
2012-05-21,3.616783217,NA,NA,3.4,NA,NA,0.2,NA,NA,7.6,NA,NA,1.73196892,NA,NA
2012-05-22,2.180555556,NA,NA,2.1,NA,NA,0.2,NA,NA,4.6,NA,NA,0.917756292,NA,NA
2012-05-23,1.548611111,NA,NA,1.4,NA,NA,0.2,NA,NA,4.4,NA,NA,0.929168823,NA,NA
2012-05-24,2.780555556,NA,NA,2.9,NA,NA,0.1,NA,NA,6.7,NA,NA,1.333184724,NA,NA
2012-05-25,3.603472222,NA,NA,3.5,NA,NA,1.2,NA,NA,6.2,NA,NA,1.08488749,NA,NA
2012-05-26,3.364583333,NA,NA,3.35,NA,NA,1,NA,NA,8,NA,NA,1.554981562,NA,NA
2012-05-27,1.940972222,NA,NA,1.7,NA,NA,0.2,NA,NA,5.3,NA,NA,0.989554763,NA,NA
2012-05-28,2.933566434,NA,NA,2.6,NA,NA,0.4,NA,NA,7.1,NA,NA,1.544182361,NA,NA
2012-05-29,3.988194444,NA,NA,4,NA,NA,0.7,NA,NA,6.8,NA,NA,1.290064048,NA,NA
2012-05-30,3.013194444,NA,NA,2.95,NA,NA,0.4,NA,NA,7,NA,NA,1.141416524,NA,NA
2012-05-31,3.902777778,NA,NA,3.65,NA,NA,1.5,NA,NA,7.6,NA,NA,1.411934369,NA,NA
2012-06-01,3.058333333,NA,NA,3,NA,NA,0.2,NA,NA,7.3,NA,NA,1.545148057,NA,NA
2012-06-02,6.639583333,NA,NA,6.55,NA,NA,0,NA,NA,11.7,NA,NA,1.826962734,NA,NA
2012-06-03,4.015972222,NA,NA,3.9,NA,NA,1.1,NA,NA,7.7,NA,NA,1.427779497,NA,NA
2012-06-04,4.723776224,NA,NA,4.7,NA,NA,1.1,NA,NA,10.1,NA,NA,1.623288179,NA,NA
2012-06-05,2.104861111,NA,NA,2,NA,NA,0.3,NA,NA,5.2,NA,NA,1.140992689,NA,NA
2012-06-06,1.969444444,NA,NA,1.9,NA,NA,0.2,NA,NA,5.6,NA,NA,1.042138588,NA,NA
2012-06-07,2.436111111,NA,NA,2,NA,NA,0.2,NA,NA,7.1,NA,NA,1.407751325,NA,NA
2012-06-08,3.152777778,NA,NA,3.1,NA,NA,0.4,NA,NA,10.6,NA,NA,1.575376276,NA,NA
2012-06-09,3.621527778,NA,NA,3.85,NA,NA,0.4,NA,NA,6.6,NA,NA,1.586091788,NA,NA
2012-06-10,1.70625,NA,NA,1.4,NA,NA,0.2,NA,NA,6.6,NA,NA,1.267298142,NA,NA
2012-06-11,3.195138889,NA,NA,3.1,NA,NA,1.3,NA,NA,6.4,NA,NA,1.069561694,NA,NA
2012-06-12,3.724305556,NA,NA,3.45,NA,NA,0.8,NA,NA,8.2,NA,NA,1.475546433,NA,NA
2012-06-13,3.230555556,NA,NA,3,NA,NA,0.3,NA,NA,9.8,NA,NA,1.788591577,NA,NA
2012-06-14,1.922916667,NA,NA,1.7,NA,NA,0.2,NA,NA,6.2,NA,NA,1.123164781,NA,NA
2012-06-15,2.118055556,NA,NA,1.9,NA,NA,0.3,NA,NA,5.3,NA,NA,1.02231417,NA,NA
2012-06-16,2.625,NA,NA,1.75,NA,NA,0.2,NA,NA,6.8,NA,NA,1.906430047,NA,NA
2012-06-17,3.654166667,NA,NA,3.5,NA,NA,0.4,NA,NA,7.3,NA,NA,1.443038509,NA,NA
2012-06-18,3.139160839,NA,NA,3.1,NA,NA,1.2,NA,NA,5.8,NA,NA,1.037197943,NA,NA
2012-06-19,2.303472222,NA,NA,2.3,NA,NA,0.5,NA,NA,4.4,NA,NA,0.841029439,NA,NA
2012-06-20,3.707638889,NA,NA,4,NA,NA,0.4,NA,NA,7,NA,NA,1.571560174,NA,NA
2012-06-21,2.609027778,NA,NA,2.5,NA,NA,0.2,NA,NA,6.7,NA,NA,1.207836487,NA,NA
2012-06-22,3.145138889,NA,NA,3.1,NA,NA,0.2,NA,NA,7.6,NA,NA,1.569812686,NA,NA
2012-06-23,2.819444444,NA,NA,2.35,NA,NA,0.3,NA,NA,10,NA,NA,1.736980652,NA,NA
2012-06-24,2.711111111,NA,NA,2.6,NA,NA,0.2,NA,NA,6.9,NA,NA,1.383272248,NA,NA
2012-06-25,2.364335664,NA,NA,2.3,NA,NA,0.2,NA,NA,5.4,NA,NA,1.107109267,NA,NA
2012-06-26,4.704166667,NA,NA,5,NA,NA,0.6,NA,NA,9.7,NA,NA,1.787519866,NA,NA
2012-06-27,5.383333333,NA,NA,5.3,NA,NA,2.6,NA,NA,8.9,NA,NA,1.238993501,NA,NA
2012-06-28,3.28125,NA,NA,3.3,NA,NA,0.4,NA,NA,7.7,NA,NA,1.553024063,NA,NA
2012-06-29,3.343055556,NA,NA,3,NA,NA,0.3,NA,NA,9.8,NA,NA,2.448708887,NA,NA
2012-06-30,3.769444444,NA,NA,3.2,NA,NA,0.3,NA,NA,10.3,NA,NA,2.123668741,NA,NA
2012-07-01,3.175,NA,NA,3.05,NA,NA,0.7,NA,NA,7.4,NA,NA,1.311141071,NA,NA
2012-07-02,3.233566434,NA,NA,3.2,NA,NA,0.6,NA,NA,8.9,NA,NA,1.571531237,NA,NA
2012-07-03,2.726388889,NA,NA,2.1,NA,NA,0.3,NA,NA,8.1,NA,NA,1.806785428,NA,NA
2012-07-04,2.297222222,NA,NA,2.1,NA,NA,0.2,NA,NA,5,NA,NA,1.13186179,NA,NA
2012-07-05,3.929166667,NA,NA,3.5,NA,NA,0.5,NA,NA,8.8,NA,NA,1.874893936,NA,NA
2012-07-06,2.211805556,NA,NA,2.3,NA,NA,0.3,NA,NA,4.8,NA,NA,0.881789069,NA,NA
2012-07-07,2.785416667,NA,NA,3,NA,NA,0.6,NA,NA,5.6,NA,NA,1.082083509,NA,NA
2012-07-08,3.793055556,NA,NA,3.75,NA,NA,0.9,NA,NA,9.1,NA,NA,1.566192335,NA,NA
2012-07-09,3.192307692,NA,NA,2.9,NA,NA,0.1,NA,NA,7.8,NA,NA,1.667251974,NA,NA
2012-07-10,2.308333333,NA,NA,2.3,NA,NA,0.2,NA,NA,5.8,NA,NA,1.085601892,NA,NA
2012-07-11,1.452083333,NA,NA,1.5,NA,NA,0.2,NA,NA,3.4,NA,NA,0.596137773,NA,NA
2012-07-12,2.15625,NA,NA,1.9,NA,NA,0.2,NA,NA,6,NA,NA,1.193556052,NA,NA
2012-07-13,2.693055556,NA,NA,2.55,NA,NA,0.3,NA,NA,6.4,NA,NA,1.478832122,NA,NA
2012-07-14,2.238888889,NA,NA,2.3,NA,NA,0.4,NA,NA,5.8,NA,NA,1.190822194,NA,NA
2012-07-15,2.276388889,NA,NA,2.1,NA,NA,0.1,NA,NA,5.7,NA,NA,1.339814522,NA,NA
2012-07-16,3.013286713,NA,NA,2.9,NA,NA,1.2,NA,NA,6.2,NA,NA,0.954178192,NA,NA
2012-07-17,3.809722222,NA,NA,2.9,NA,NA,0.6,NA,NA,10.3,NA,NA,2.370279835,NA,NA
2012-07-18,3.009722222,NA,NA,2.9,NA,NA,0.3,NA,NA,6.6,NA,NA,1.259943358,NA,NA
2012-07-19,3.3625,NA,NA,2.8,NA,NA,0.5,NA,NA,8,NA,NA,1.652540955,NA,NA
2012-07-20,2.197916667,NA,NA,2.1,NA,NA,0.3,NA,NA,5,NA,NA,1.087273407,NA,NA
2012-07-21,2.259722222,NA,NA,1.8,NA,NA,0.2,NA,NA,7.3,NA,NA,1.723361467,NA,NA
2012-07-22,3.868055556,NA,NA,3.6,NA,NA,1.2,NA,NA,7.8,NA,NA,1.388849339,NA,NA
2012-07-23,3.582517483,NA,NA,3.6,NA,NA,0.3,NA,NA,7,NA,NA,1.496677762,NA,NA
2012-07-24,5.05,NA,NA,4.9,NA,NA,0.8,NA,NA,10.7,NA,NA,1.819013796,NA,NA
2012-07-25,4.160416667,NA,NA,3.75,NA,NA,0.4,NA,NA,10.2,NA,NA,2.100456785,NA,NA
2012-07-26,1.8875,NA,NA,1.9,NA,NA,0.2,NA,NA,4.3,NA,NA,0.913065612,NA,NA
2012-07-27,1.884722222,NA,NA,1.8,NA,NA,0.2,NA,NA,4.6,NA,NA,0.838356655,NA,NA
2012-07-28,2.411111111,NA,NA,2.5,NA,NA,0.2,NA,NA,4.9,NA,NA,1.018439167,NA,NA
2012-07-29,2.198611111,NA,NA,1.9,NA,NA,0.5,NA,NA,5.5,NA,NA,1.103141484,NA,NA
2012-07-30,2.148251748,NA,NA,2,NA,NA,0.4,NA,NA,5.4,NA,NA,1.022138958,NA,NA
2012-07-31,3.572916667,NA,NA,3.7,NA,NA,0.1,NA,NA,7,NA,NA,1.74985389,NA,NA
2012-08-01,1.873611111,NA,NA,1.8,NA,NA,0.4,NA,NA,4.8,NA,NA,0.919332847,NA,NA
2012-08-02,2.174305556,NA,NA,1.95,NA,NA,0.3,NA,NA,6.5,NA,NA,1.193499088,NA,NA
2012-08-03,2.41875,NA,NA,2.4,NA,NA,0.2,NA,NA,5.7,NA,NA,1.275973165,NA,NA
2012-08-04,2.575694444,NA,NA,2.15,NA,NA,0.3,NA,NA,9.4,NA,NA,1.743449139,NA,NA
2012-08-05,4.76875,NA,NA,4.5,NA,NA,0.8,NA,NA,9.4,NA,NA,2.142917061,NA,NA
2012-08-06,3.595804196,NA,NA,3.7,NA,NA,0.6,NA,NA,6.5,NA,NA,1.242944829,NA,NA
