date,MaxWindSp_ms_max_ALL_InstFilterMax,ma_2,ma_3,ma_5,ma_7,ma_10,ma_14
2008-09-20,4.4,6.050000000000001,7.233333333333333,6.74,8.685714285714285,7.7299999999999995,7.835714285714285
2008-09-21,6.8,5.6,6.3,6.78,8.242857142857142,7.95,7.75
2008-09-22,5.5,6.15,5.566666666666666,6.8,6.571428571428571,7.72,7.635714285714286
2008-09-23,4.9,5.2,5.733333333333333,5.86,6.328571428571428,7.8,7.3428571428571425
2008-09-24,5,4.95,5.133333333333334,5.32,6.271428571428571,7.31,7.107142857142857
2008-09-25,5.8,5.4,5.233333333333333,5.6,5.728571428571429,6.17,7.192857142857143
2008-09-26,9.5,7.65,6.766666666666667,6.14,5.985714285714286,6.46,7.314285714285714
2008-09-27,5.3,7.4,6.866666666666666,6.1,6.114285714285714,6.45,7.4
2008-09-28,6.7,6,7.166666666666667,6.46,6.1,6.16,7.171428571428572
2008-09-29,6.9,6.800000000000001,6.3,6.84,6.3,6.08,6.435714285714286
2008-09-30,NA,NA,NA,NA,NA,NA,NA
2008-10-01,NA,NA,NA,NA,NA,NA,NA
2008-10-02,NA,NA,NA,NA,NA,NA,NA
2008-10-03,NA,NA,NA,NA,NA,NA,NA
2008-10-04,NA,NA,NA,NA,NA,NA,NA
2008-10-05,NA,NA,NA,NA,NA,NA,NA
2008-10-06,2.7,NA,NA,NA,NA,NA,NA
2008-10-07,8,5.35,NA,NA,NA,NA,NA
2008-10-08,7.6,7.8,6.1,NA,NA,NA,NA
2008-10-09,9.4,8.5,8.333333333333334,NA,NA,NA,NA
2008-10-10,9.2,9.3,8.733333333333333,7.38,NA,NA,NA
2008-10-11,6.3,7.75,8.3,8.1,NA,NA,NA
2008-10-12,4.9,5.6,6.8,7.4799999999999995,6.871428571428571,NA,NA
2008-10-13,4.4,4.65,5.2,6.84,7.114285714285714,NA,NA
2008-10-14,6,5.2,5.1000000000000005,6.16,6.828571428571428,NA,NA
2008-10-15,5.9,5.95,5.433333333333334,5.5,6.585714285714285,6.44,NA
2008-10-16,8.1,7,6.666666666666667,5.86,6.4,6.98,NA
2008-10-17,8.6,8.35,7.533333333333333,6.6,6.314285714285714,7.04,NA
2008-10-18,7.3,7.949999999999999,8,7.18,6.457142857142857,7.01,NA
2008-10-19,6.1,6.699999999999999,7.333333333333333,7.2,6.628571428571428,6.68,6.75
2008-10-20,4.4,5.25,5.933333333333334,6.8999999999999995,6.628571428571428,6.2,6.871428571428571
2008-10-21,6.4,5.4,5.633333333333334,6.56,6.685714285714286,6.21,6.757142857142857
2008-10-22,14.7,10.55,8.5,7.78,7.942857142857143,7.1899999999999995,7.264285714285714
2008-10-23,7.1,10.899999999999999,9.4,7.74,7.8,7.46,7.1
2008-10-24,6.1,6.6,9.299999999999999,7.74,7.442857142857143,7.47,6.878571428571428
2008-10-25,12.3,9.2,8.5,9.32,8.157142857142857,8.11,7.307142857142857
2008-10-26,6.6,9.45,8.333333333333334,9.36,8.228571428571428,7.96,7.428571428571429
2008-10-27,5.4,6,8.1,7.5,8.371428571428572,7.64,7.5
2008-10-28,9.6,7.5,7.2,8,8.82857142857143,7.87,7.757142857142857
2008-10-29,13.4,11.5,9.466666666666667,9.46,8.642857142857142,8.6,8.292857142857143
2008-10-30,9.2,11.3,10.733333333333333,8.84,8.942857142857143,9.08,8.371428571428572
2008-10-31,8.6,8.899999999999999,10.4,9.24,9.3,9.3,8.371428571428572
2009-07-28,6.6,NA,NA,NA,NA,NA,NA
2009-07-29,19.6,13.100000000000001,NA,NA,NA,NA,NA
2009-07-30,7,13.3,11.066666666666668,NA,NA,NA,NA
2009-07-31,4.3,5.650000000000001,10.3,NA,NA,NA,NA
2009-08-01,4.9,4.600000000000001,5.400000000000001,8.48,NA,NA,NA
2009-08-02,7.1,6.000000000000002,5.433333333333334,8.58,NA,NA,NA
2009-08-03,5.2,6.150000000000001,5.733333333333334,5.699999999999999,7.814285714285715,NA,NA
2009-08-04,7.1,6.150000000000001,6.466666666666668,5.719999999999999,7.885714285714286,NA,NA
2009-08-05,8,7.550000000000001,6.766666666666667,6.459999999999999,6.228571428571429,NA,NA
2009-08-06,7.3,7.650000000000001,7.466666666666668,6.9399999999999995,6.271428571428571,7.709999999999999,NA
2009-08-07,9.4,8.350000000000001,8.233333333333334,7.4,7,7.989999999999999,NA
2009-08-08,6.1,7.750000000000002,7.6000000000000005,7.58,7.171428571428572,6.639999999999999,NA
2009-08-09,6.2,6.150000000000001,7.233333333333334,7.4,7.042857142857144,6.56,NA
2009-08-10,8.2,7.200000000000001,6.833333333333333,7.4399999999999995,7.471428571428571,6.95,7.642857142857143
2009-08-11,7.5,7.850000000000001,7.300000000000001,7.4799999999999995,7.528571428571429,7.209999999999999,7.707142857142857
2009-08-12,4.8,6.150000000000001,6.833333333333333,6.56,7.071428571428571,6.9799999999999995,6.6499999999999995
2009-08-13,3,3.9000000000000012,5.1000000000000005,5.9399999999999995,6.457142857142857,6.76,6.364285714285714
2009-08-14,4.2,3.6000000000000014,4.000000000000001,5.539999999999999,5.714285714285714,6.469999999999999,6.357142857142857
2009-08-15,5.4,4.800000000000002,4.2,4.9799999999999995,5.614285714285715,6.209999999999999,6.392857142857143
2009-08-16,4,4.700000000000001,4.533333333333334,4.279999999999999,5.3,5.88,6.171428571428572
2009-08-17,5.5,4.750000000000002,4.966666666666668,4.42,4.9142857142857155,5.489999999999999,6.192857142857143
2009-08-18,8.3,6.900000000000002,5.9333333333333345,5.4799999999999995,5.028571428571429,5.709999999999999,6.278571428571429
2009-08-19,6,7.150000000000002,6.600000000000001,5.839999999999999,5.200000000000001,5.6899999999999995,6.135714285714286
2009-08-20,4.1,5.050000000000001,6.133333333333334,5.58,5.357142857142857,5.279999999999999,5.9071428571428575
2009-08-21,7.9,6.000000000000002,6,6.359999999999999,5.885714285714286,5.319999999999999,5.8
2009-08-22,5.4,6.650000000000002,5.800000000000001,6.339999999999999,5.885714285714286,5.38,5.75
2009-08-23,5.2,5.300000000000002,6.166666666666668,5.72,6.057142857142858,5.6,5.678571428571429
2009-08-24,7.1,6.150000000000001,5.900000000000001,5.9399999999999995,6.285714285714286,5.889999999999999,5.6000000000000005
2009-08-25,4.9,6.000000000000002,5.733333333333334,6.1,5.8,5.839999999999999,5.414285714285714
2009-08-26,8.6,6.750000000000002,6.866666666666667,6.239999999999999,6.171428571428572,6.299999999999999,5.685714285714286
2009-08-27,6.4,7.500000000000002,6.633333333333334,6.4399999999999995,6.5,6.389999999999999,5.928571428571429
2009-08-28,4.8,5.600000000000001,6.6000000000000005,6.359999999999999,6.057142857142858,6.039999999999999,5.971428571428572
2009-08-29,7.5,6.150000000000001,6.233333333333334,6.4399999999999995,6.357142857142857,6.1899999999999995,6.121428571428572
2009-08-30,6.1,6.800000000000001,6.133333333333334,6.68,6.485714285714286,6.389999999999999,6.271428571428571
2009-08-31,8.1,7.100000000000001,7.233333333333334,6.58,6.628571428571428,6.409999999999999,6.457142857142857
2009-09-01,4.8,6.450000000000001,6.333333333333333,6.26,6.614285714285714,6.35,6.207142857142857
2009-09-02,4.3,4.550000000000001,5.733333333333334,6.159999999999999,6,6.26,6.085714285714286
2009-09-03,3.9,4.100000000000001,4.333333333333334,5.4399999999999995,5.642857142857143,5.9399999999999995,6.071428571428571
2009-09-04,5.1,4.500000000000001,4.433333333333334,5.239999999999999,5.685714285714285,5.959999999999999,5.871428571428572
2009-09-05,7.2,6.150000000000001,5.400000000000001,5.06,5.642857142857143,5.819999999999999,6
2009-09-06,4.8,6.000000000000002,5.7,5.06,5.457142857142857,5.659999999999999,5.971428571428571
2009-09-07,4,4.400000000000001,5.333333333333335,4.999999999999999,4.871428571428572,5.579999999999999,5.75
2009-09-08,5.4,4.700000000000001,4.733333333333334,5.299999999999999,4.957142857142857,5.369999999999999,5.785714285714286
2009-09-09,4.9,5.150000000000002,4.7666666666666675,5.26,5.042857142857144,5.249999999999999,5.521428571428571
2009-09-10,6.9,5.900000000000002,5.733333333333334,5.199999999999999,5.471428571428572,5.13,5.557142857142857
2009-09-11,4.2,5.550000000000002,5.333333333333335,5.08,5.342857142857143,5.069999999999999,5.514285714285714
2009-09-12,4.6,4.400000000000001,5.233333333333334,5.199999999999999,4.971428571428572,5.1,5.307142857142857
2009-09-13,7.7,6.150000000000001,5.500000000000001,5.659999999999999,5.385714285714286,5.4799999999999995,5.421428571428572
2009-09-14,7.3,7.500000000000002,6.533333333333334,6.139999999999999,5.857142857142857,5.699999999999999,5.364285714285714
2009-09-15,7.9,7.600000000000001,7.633333333333334,6.339999999999999,6.214285714285714,5.77,5.585714285714286
2009-09-16,4.4,6.150000000000002,6.533333333333334,6.38,6.142857142857143,5.7299999999999995,5.5928571428571425
2009-09-17,5.2,4.800000000000002,5.833333333333335,6.5,5.9,5.85,5.685714285714286
2009-09-18,9.6,7.400000000000001,6.400000000000001,6.88,6.671428571428572,6.27,6.007142857142858
2009-09-19,10.3,9.950000000000001,8.366666666666667,7.4799999999999995,7.485714285714287,6.81,6.228571428571429
2009-09-20,5.9,8.100000000000001,8.600000000000001,7.08,7.228571428571429,6.709999999999999,6.307142857142857
2009-09-21,5.2,5.550000000000002,7.133333333333334,7.239999999999999,6.928571428571429,6.81,6.392857142857143
2009-09-22,5.6,5.400000000000001,5.566666666666667,7.3199999999999985,6.6000000000000005,6.909999999999999,6.4071428571428575
2009-09-23,6.5,6.050000000000001,5.766666666666667,6.7,6.9,6.789999999999999,6.521428571428571
2009-09-24,7.4,6.950000000000001,6.500000000000001,6.119999999999999,7.214285714285714,6.8,6.557142857142857
2009-09-25,12.3,9.850000000000001,8.733333333333334,7.4,7.6000000000000005,7.239999999999999,7.135714285714286
2009-09-26,7.6,9.950000000000001,9.100000000000001,7.88,7.214285714285714,7.56,7.3500000000000005
2009-09-27,5.9,6.750000000000002,8.600000000000001,7.9399999999999995,7.214285714285714,7.63,7.221428571428572
2009-09-28,7.4,6.650000000000002,6.966666666666668,8.12,7.528571428571429,7.409999999999999,7.228571428571429
2009-09-29,7.1,7.250000000000002,6.800000000000001,8.059999999999999,7.742857142857143,7.089999999999999,7.171428571428572
2009-09-30,7.5,7.300000000000001,7.333333333333335,7.1,7.885714285714286,7.25,7.392857142857143
2009-10-01,6.6,7.050000000000001,7.066666666666667,6.9,7.771428571428572,7.389999999999999,7.492857142857143
2009-10-02,7.2,6.900000000000001,7.1000000000000005,7.159999999999999,7.042857142857144,7.55,7.321428571428571
2009-10-03,7.3,7.250000000000002,7.033333333333334,7.139999999999999,7,7.63,7.107142857142857
